Comment ID	Article ID	Date	Name	Recommendation Count	Body
CommentKey:3d3bc420-005f-4b77-b58e-82331ce519e0	2000413712	Wed Feb 02 2011 18:57:02 GMT-0500 (EST)	Rivermaniac	6	In recent years, Cherry has often taken shots at Wilson during his "Coach's Corner" segment on Hockey Night in Canada. He's called Wilson everything from "Napoleon" to "pompous and arrogant" to "bully."  -----------------------  Hmmm.. maybe it's Don Cherry himself who is partly responsible for players not wanting to play for Ron Wilson.  After all, if players listen to what he says...?
CommentKey:a2099de9-ff3c-4cd1-b3c2-c81d098084e0	2000413712	Wed Feb 02 2011 18:57:42 GMT-0500 (EST)	Harrysmyname	4	spaceman  I don't always agree with everything Cherry says either. But i'm smart enough to know that he knows more about hockey than every single poster on this site.  -- everybody's got a right to their opinion, even Cherry and that's your opinion stated above.. I side with the posters.. there's got to be some posters who know more about hockey than Cherry.. Cherry has opinions.. that doesn't mean he knows more.. heck we all have opinions.. he's just more famous.. so people listen to him or at least look at him..  nothing more than that..
CommentKey:cafeb2e0-390f-46c2-8603-0ebf00ec5de3	2000413712	Wed Feb 02 2011 18:58:02 GMT-0500 (EST)	Ontario Fan	4	There are people who either like or hate Don Cherry.  However, you have to give Cherry credit for sticking up for the Canadian Forces, as well as being pro-Canadian at all times (maybe this is a carry over from being in the US for a while).  As a coach, I can understand the pressure coaches are under...keep in mind, Wilson didn't pick his team, he did however have some input.  Maybe the CBC should have had a questionaire on Management & Owners too.  But then again, the CBC does have the right to put pressure where pressure is due -- they are in the news business afterall.  It is that pressure that pro coaches should expect--proportional to their pay?
CommentKey:09151f28-a479-4d86-9e4a-3bb317570474	2000413712	Wed Feb 02 2011 18:59:31 GMT-0500 (EST)	WhiteKnight	4	It was definitely a very stupid survey and it was even more stupid to make it public.  Why would the CBC take part in this harmful, nasty and very personal attack? Is Ron Wilson a Conservative?  The CBC usually restrict derogatory comments of this nature to people they believe to be on the right side of the political spectrum.
CommentKey:cf417d38-6972-41eb-a4d7-438a61b31d51	2000413712	Wed Feb 02 2011 19:03:21 GMT-0500 (EST)	RockinChair	4	I just read the poll and was not surprised there was no negative (worst) player questions. Howabout the smelliest player on the bench? The most obnoxious loudmouth? The cheapest tipper? The player who plays drunk the most?
CommentKey:0ac98ff9-9fc6-4e0b-9ee1-8904b2a29027	2000413712	Wed Feb 02 2011 19:07:52 GMT-0500 (EST)	xray9tango	4	"Coaching is hard enough without getting polls like that,…” So too is it with a guy like Cherry around.   Those taking the poll probably think that it is their job to do so, just as Cherry thinks it is his to take shots at Wilson, part of his role in being a hockey analyst, although many wish he could be more tactful doing so, a bit of a case of being holier than thou.
CommentKey:0b9f2302-5fb3-406d-8d25-c141d2b6e2da	2000413712	Wed Feb 02 2011 19:09:14 GMT-0500 (EST)	RelaxAndEnjoy	2	I've said it before and I'll say it again, firing the coach of an underperforming team has never seemed to me to be the right thing to do. It should be the players who get fired for not doing their job.  But......in this case what I see is a team of talented young players waiting for their opportunity to bust out ........ being coached by a grumpy old man who shows little respect for the players in the public eye.  Wilson does not have the respect of the majority of the players on the team and this is one instance where I would agree that firing the coach may be the right move to make. Not to say there aren't a couple of players that shouldn't be fired too, but something surely has to happen to shake things up.  I wouldn't want to play for Wilson either.  That said.......  GO LEAFS GO!!!!!!!!!!!!!
CommentKey:409874fc-46e2-4a85-8be5-7847206280f3	2000413712	Wed Feb 02 2011 19:09:55 GMT-0500 (EST)	Harrysmyname	5	ontario fan  However, you have to give Cherry credit for sticking up for the Canadian Forces, as well as being pro-Canadian at all times (maybe this is a carry over from being in the US for a while).  -- hey, most of us stick up for our forces, it would be uncanadian not to.. we may not agree with the government but we got to back our brothers and sisters on the field of war..   you're not mentionning that Cherry seems to hate a good portion of Toronto's people as per his speech with Ford..  looked like a villain from an old Batman flick.. so he's procanadian but anti Toronto, though he has the coach's back.. which is good..  he's not perfect, he has his opinions but he isn't greater than that.. just a regular shmo whose shtick is succesful because it's consistent, traditional and embedded in his personality.. not glamourous and not really worth anybody's overwhelming gratitude or attention.. we all have opinions about hockey that are as good as his..
CommentKey:f1913ee0-384c-4886-a9d5-cf3072ba2b41	2000413712	Wed Feb 02 2011 19:11:37 GMT-0500 (EST)	earlhenley	4	To all you sissies who don't like Don Cherry- up yours. Meet me at the playground after school so I can teach you a lesson
CommentKey:7abd5f17-ee30-4852-829a-999f4f12ea81	2000413712	Wed Feb 02 2011 19:16:26 GMT-0500 (EST)	pete hacker	12	grt rid if pink bicycle  cherry,retire you old fool.
CommentKey:d8b4b710-86ab-4639-941d-6628e652fff3	2000413712	Wed Feb 02 2011 19:31:46 GMT-0500 (EST)	maggialder	6	What doesn't Don Cherry have an opinion on.,!!!!!!
CommentKey:62d88f7c-e8d3-40fe-a609-9c58f8dc2051	2000413712	Wed Feb 02 2011 19:33:06 GMT-0500 (EST)	Harrysmyname	9	earlhenley  To all you sissies who don't like Don Cherry- up yours. Meet me at the playground after school so I can teach you a lesson  -- why.. do you play the flute..
CommentKey:9b4b20d7-472d-4296-834c-8d2c6a44a73a	2000413712	Wed Feb 02 2011 19:48:04 GMT-0500 (EST)	mikelondon	2	Why is this a news story?  It's a sports story.
CommentKey:a5cbe217-1bac-4463-8e0f-a9a24340de8a	2000413712	Wed Feb 02 2011 20:02:07 GMT-0500 (EST)	seoulbrother	9	ontario fan: No, we don't have to give props to Cherry for supporting the troops or being pro-Canadian.  It's like supporting ice cream and puppies.  People who actually have nothing to say hide behind obviously popular topics.  I support our troops, where's my TV show?  He's an entertainer, not some genius or icon.
CommentKey:ecfb3d87-3cf0-4054-9540-832cabefcd50	2000413712	Wed Feb 02 2011 20:10:21 GMT-0500 (EST)	nick63	5	Don you can't suck and blow at the same time.  It's OK for you to call wilson out as a poor coach on coach's corner, but if the players say he stinks you come to his aid.  In the end the proof is the proof, the leafs stink under his leadership and the NHL players are right.
CommentKey:d79d51f5-eaa5-417d-b0a6-818e22ba4fa7	2000413712	Wed Feb 02 2011 20:13:29 GMT-0500 (EST)	johnness	7	i dont get it..why is it ok for don cherry to take shots and criticize wilson but when someone else does  he gets up in arms..contradicting if you ask me...
CommentKey:91c11107-3896-44da-b76d-eae64662d614	2000413712	Wed Feb 02 2011 20:14:00 GMT-0500 (EST)	jk2012	9	Don Cherry's an idiot. Entertaining yes, but still an idiot.
CommentKey:832f26b1-a681-4ed7-8451-e72a6ff63c6a	2000413712	Wed Feb 02 2011 20:14:46 GMT-0500 (EST)	On Ice	1	I wouldn't put a lot of money on these types of comments.  Let us look at the poll that was done by the players last year. The players were asked who they thought was the Most Overrated Player in the league. The answer...Roberto Luongo. One which doesn't really surprise me.  Now, back to today. This poll says that Roberto Luongo is the hardest goalie to score on. Well...what I find rather amusing about this is that if you look at the shootout records of the goalies this year, he has a .444 save percentage. That is a rather embarrassing statistic in my opinion.   Next...
CommentKey:6eb16597-bc72-48d3-a6cb-40c266988407	2000413712	Wed Feb 02 2011 20:16:50 GMT-0500 (EST)	BlueBear	12	Don Cherry calling someone else pompous and arrogant, or a bully...what a Joke!!!
CommentKey:366e6afc-ce5f-4c77-8b25-1ca5973d4914	2000413712	Wed Feb 02 2011 20:18:32 GMT-0500 (EST)	crestonvalleygirl	4	I guess that I just read a different story from the one which the title suggests. In the story I read Don Cherry is critical of the CBC doing a poll to find out who the NHL players like least as a coach; Mr Cherry doesn't think that type of poll should be done.....Don Cherry at least in the article above which I've read doesn't say whether he agrees or disagrees with the Ron Wilson selection as the coach you wouldn't like to play for.....If anyone could be seen as standing up for Ron Wilson in this article it's the CBC.
CommentKey:a3aa854c-725e-43e2-be8f-20cc927a5f17	2000413712	Wed Feb 02 2011 20:24:50 GMT-0500 (EST)	DexterMorgan	9	I wish they'd polled the players on the question:   "Which on-air personality do you find the most obnoxious, idiotic, demented, pathetic, sad, lamentable, or oxygen-wasting?"  Make it a secret ballot too, so the 86% or so who mention the bonehead Cherry's name won't have to worry about what he has to say about them on HNIC.
CommentKey:34b7ba71-a9b1-4d96-8ac0-dbf079464c3d	2000413712	Wed Feb 02 2011 20:28:16 GMT-0500 (EST)	StevestonSailor	11	Don Cherry - Canada's equivalent of Bill O'Reilly.  Living proof that the mouth can operate without a brain.
CommentKey:ebdfc5e1-187b-42ef-a8f1-8abc7d3ce0e2	2000413712	Wed Feb 02 2011 20:32:58 GMT-0500 (EST)	spaceman	2	Harrysmyname wrote:Posted 2011/02/02 at 6:57 PM ETspaceman  I don't always agree with everything Cherry says either. But i'm smart enough to know that he knows more about hockey than every single poster on this site.  --  everybody's got a right to their opinion, even Cherry and that's your opinion stated above.. I side with the posters.. there's got to be some posters who know more about hockey than Cherry.. Cherry has opinions.. that doesn't mean he knows more.. heck we all have opinions.. he's just more famous.. so people listen to him or at least look at him.. nothing more than that.. ================================  He's also played many years in professional hockey and coached in the NHL.  The closest most poster here get to real hockey is their X-box or their LCD wide screen tv and a dozen beer.    And the posters are also fans.  So there is no objectivity in their posts.  They're overly emotional about their favorite team, but have little or no real knowledge or experience at the game.    Anyone who criticizes their team must be bad and against them.   So they really can't be taken seriously.
CommentKey:49f2572a-719f-49ab-8b6e-d9e0de5624cf	2000413712	Wed Feb 02 2011 20:50:35 GMT-0500 (EST)	trdj85	6	Wilson can only coach the talent that is given to him. I'd look at the General Manager if I sat on the board of directors of MLSE.
CommentKey:e49cc175-d7d6-4658-a3ca-d467a375dfb1	2000413712	Wed Feb 02 2011 20:50:46 GMT-0500 (EST)	Harrysmyname	5	spaceman  granted Don has credentials, he has the 'over emotional' shtick that sits well with his followers.. he is entitled to his opinions.. some are decent but he's a seller, selling his entertainment, I can't call his opinions gold.. there are better commentators than him but he's just really popular.. popular in one sense that everyone has as opinion of him..  and that keeps him in business.. and for the fans.. well that's just tribalism.. with beer and snacks..
CommentKey:e4d96d5d-f133-4d46-a5ca-bdabc5bcc62a	2000413712	Wed Feb 02 2011 20:57:08 GMT-0500 (EST)	James in Calgary	16	Don, is outdated, predictable and most boring. I don't even bother wyaching him anymore...most of the hockey fans know this, when will CBC Sports catch on?
CommentKey:8b2cab84-deaf-445b-9c1d-ed9d6f39997a	2000413712	Wed Feb 02 2011 21:12:28 GMT-0500 (EST)	cprtrain	5	Two coaches who can't coach!  The Laffs are a disgrace.
CommentKey:84f35709-a73c-4a84-8282-d3232fa423ae	2000413712	Wed Feb 02 2011 21:15:48 GMT-0500 (EST)	freedomlovin	3	I think you guys missed the point. He was saying that coaching is touch enough without popularity polls from the players. Ranking coaches as to see who is the nicest? Really? Who cares what the players think. They are paid to play hockey. I can't even believe someone has the right to complain about anything if they are getting to be paid to play the funnest game ever.  And sure Don is a bit of homer, always talking about TO even though they have not generated much excitement of late. He is a passionate guy.  And you can call Don all the names you like. Hockey players and coaches respect what he has to say. He is very knowledgeable. He watches more hockey per day than most of you do in a month. He has played at every level and coached in the NHL. He loves hockey and does not want it changed into shinny. Neither do I.
CommentKey:c2d3761f-5654-434a-b39b-07acd07ea235	2000413712	Wed Feb 02 2011 21:16:00 GMT-0500 (EST)	voice56	5	Ok, well, I'm not saying he's got a really big head, but how does something that full of hot air just manage to defy the laws of physics by not floating away?
CommentKey:8669b063-66d7-444e-b0cb-dc97fe380d6a	2000413712	Wed Feb 02 2011 21:17:53 GMT-0500 (EST)	NoMoreLibsPlz	1	cherry is right,, it is not the coach,,,,,,,, it is the TEAM,,, only a loser would want to  play for the maple laughs
CommentKey:8f4f0411-04c6-4ff9-90d7-38c3f9ec600e	2000413712	Wed Feb 02 2011 21:23:23 GMT-0500 (EST)	randmay	5	How did Mr Wilson get a no fire contract ?
CommentKey:23fdf618-14d2-4187-9461-540d93d70cc8	2000413712	Wed Feb 02 2011 21:23:29 GMT-0500 (EST)	anthony c	3	He don, angus reid did a poll, and it asked if you should retire? When I voted that I thought that you should retire, it was 64% said yes and 32% said no, and 4% percent they didn't care. Thats means 2/3 of Canadians could care less what you think.  But you have to keep talking cause stevie wants to make you a senator. Just before stevie loses the next election. LOL!   I will vote for ant one who wants to get rid of the senate. You don't have to raise taxes just trim some of the fat, pork barrel etc.
CommentKey:5169a033-64ec-47ec-8671-bb046c234dda	2000413712	Wed Feb 02 2011 21:24:04 GMT-0500 (EST)	spaceman	3	Harrysmyname ... True Cherry is an entertainer, but he also has hockey knowledge, and lots of it. Regardless of what gets posted here,  both Cherry and McLean are hugely popular with Canadians.  In fact, Coach's Corner is the most popular Canadian television production in history.  If you remember a few years ago, Nancy Lee of CBC  sports tried to get rid of Coach's Corner by not renewing McLean's and Cherry's contract.  There was such an outcry from coast to coast by Canadian hockey fans that she had to reverse her stand and renew their contracts.
CommentKey:7d2ce412-a929-43d2-8bbf-680708d4a8aa	2000413712	Wed Feb 02 2011 21:24:33 GMT-0500 (EST)	whalerman03	9	Wilson is an over rated coach. He did nothing in San Jose and has done even less in Toronto. He's like a player who doesn't know when to quit! His methods are outdated and he is not a nice guy. Be arrogant and an A-hole are okay if you're winning. He's not winning so its time for him to move on. Bottom line, the survey is accurate!
CommentKey:0ee433c6-43b6-4f3d-a24b-5da34b23c0b9	2000413712	Wed Feb 02 2011 21:27:49 GMT-0500 (EST)	Wolfman	6	Given how much Cherry slags Wilson is it no wonder why he is unpopular.  Cherry is quite the hypocrite.
CommentKey:15d49bb4-bc39-45db-9edd-92c82e54f225	2000413712	Wed Feb 02 2011 21:30:34 GMT-0500 (EST)	sarahdell	1	Well i don think cherry is wrong,wilson is a jerk and many players know that. You dont see many players wanting to come to toronto have you. Even scotty bowman refused to come to toronto so he knew something.
CommentKey:7e8f0bee-eba8-41d2-9b1a-c737a4a166e2	2000413712	Wed Feb 02 2011 21:35:08 GMT-0500 (EST)	ChangeNeeded	9	Is that cherry guy still opening his big mouth?  hey cherry, do us a favour and go into a retirement home and do your drooling and ranting there, where they can medicate you properly.  Anything you have to say really is about as useful and what harper says....and we all know what a liar that fascist is...
CommentKey:dcc14e28-479d-44e9-aa9a-a76b5c4ddfe0	2000413712	Wed Feb 02 2011 21:41:33 GMT-0500 (EST)	edbetterley2	2	Don calls it as he sees it and that deserves respect.
CommentKey:f8edc352-971d-440e-a185-499f4373314c	2000413712	Wed Feb 02 2011 22:16:13 GMT-0500 (EST)	EJ Canadian	1	It's not about Cherry, of even Willson.  It's the school teachers and their union who skimp.  They want their pension money more than they want a Stanley Cup!  If you want a winner, you need to belly up to the bar with a lot of cash.  It's not the same as running a grade 5 class room, and success can not be dictated.  Get rid to the Teachers Union, and put together a real team...............  from the top down!
CommentKey:689cf59f-d642-439f-a68e-6f3931069bf5	2000413712	Wed Feb 02 2011 22:23:41 GMT-0500 (EST)	YourNationsCapital	6	If the NHL players said so, then it is so. They're the ones who would be playing for him. Defend what exactly?
CommentKey:b42a2aa3-f217-4fd3-816b-48122eb42736	2000413712	Wed Feb 02 2011 22:25:18 GMT-0500 (EST)	SpicyOlive	10	Don Cherry is a sell-out.  Period.    His paid opinions about hockey are about as relevant as his paid opinions about where I should get my mortgage.    It is time for the CBC to lose this dead weight before he starts dragging them under.
CommentKey:75e14554-4c95-47a7-b52f-6c0e91473b34	2000413712	Wed Feb 02 2011 22:40:27 GMT-0500 (EST)	spaceman	7	EJ Canadian wrote:Posted 2011/02/02 at 10:16 PM ETIt's not about Cherry, of even Willson. It's the school teachers and their union who skimp. They want their pension money more than they want a Stanley Cup!  If you want a winner, you need to belly up to the bar with a lot of cash.  It's not the same as running a grade 5 class room, and success can not be dictated. Get rid to the Teachers Union, and put together a real team............... from the top down! ___________________________________  My God what a dumb post ! ...   Since you seem to know it all, please tell us the following.  How much do the Leafs pay their G.M. and how does that compare to other G.M. salaries ?  How much do the Leafs pay their coach and how does hat compare to other teams coaches ?  How many scouts do the Leafs employ and how much do they pay them ?  Please tell us how the "teachers" are influencing the product on the ice ?
CommentKey:7064e706-8ca9-432b-bdb2-5d9706ea719d	2000413712	Wed Feb 02 2011 22:43:49 GMT-0500 (EST)	pete hacker	9	no more pink bicycle cherry,retire allready.
CommentKey:4dc77e83-858f-4a63-852d-90e443e7bbb0	2000413712	Wed Feb 02 2011 22:44:39 GMT-0500 (EST)	seoulbrother	5	Coach's Corner might be the most popular Canadian show (although I don't know how you can compare a 5 min segment to 22-44 min shows), but American Idol is the most popular in the US and I don't head over there to find the best talent in the world.  Some people find Cherry entertaining and that's fine, but even if he has something relevant to say about hockey (he's been out of the league for what now, 30 years? And never actually acheived anything while there), he's just one voice out of many.  Frankly, I'll take the opinions of current players over his any day of the week.  But to be honest I trust the opinion of a lampshade more than his.  Having said all that, I have to agree with him on the level that no good can come out of a question like the worst coach.
CommentKey:c79cc645-3900-4e8a-a9cf-33262e2e35e1	2000413712	Wed Feb 02 2011 23:22:39 GMT-0500 (EST)	Off The Cuff	10	More hot air from Mr. Cherry
CommentKey:75bf239e-7b77-4ca9-8036-8a2f181e6af9	2000413712	Wed Feb 02 2011 23:23:58 GMT-0500 (EST)	randmay	6	In a recent poll leaf coach labelled as the man NHL players least want to play for ......... another leaf picked last , it's been a bad week. And checking the leaf's win lose record the poll seems to have some truth.
CommentKey:15856bac-2129-43e4-8d58-14cc84c13caf	2000413712	Wed Feb 02 2011 23:34:59 GMT-0500 (EST)	terrza	5	tychicum wrote      The Liberace of hockey  Liberace was very talented.
CommentKey:743f2a96-7be3-4ad7-bfd6-c54ed845d8a9	2000413712	Wed Feb 02 2011 23:53:52 GMT-0500 (EST)	Miggle6	4	The title of this article is misleading. Cherry is not defending Wilson. He wasn't happy with the poll itself. Yes, Wilson is a bully, is pompous and arrogant, etc...
CommentKey:f06f6000-0f53-483a-b91d-3240c2757263	2000413712	Thu Feb 03 2011 00:13:44 GMT-0500 (EST)	philc1	18	Why does anybody even listen to this prehistoric windbag?
CommentKey:9920ac96-d83a-455c-8f5a-ba41f9e1942b	2000413712	Thu Feb 03 2011 00:14:00 GMT-0500 (EST)	Ken Symes	13	Reality check: Does Don Cherry realize his negative comments about Wilson probably influenced the results of this poll?
CommentKey:f2a51149-f045-4f34-9cc7-b6bb93630754	2000413712	Thu Feb 03 2011 00:20:46 GMT-0500 (EST)	Canadian 6	2	I agree with Don 100% this time. This time... Lol.
CommentKey:3e2c6e21-0ed3-40ba-a46f-09cca46c2449	2000413712	Thu Feb 03 2011 00:41:19 GMT-0500 (EST)	Leaf fans R Dum	8	"In fact, Coach's Corner is the most popular Canadian television production in history."  --------------------------  Once more we have a case of misinformed posters trying to relay uninformed data on some unsuspecting readers...tsk, tsk. This is par for the course of an obsessed laff fan. Don't worry - a few more weeks and they will be more worried about booking tee off times than spouting drivel.   Spaceboy, a number of Canadians know (or will now) that Degrassi has been the most popular production in Canadian history. It reaches an international market that obvioulsy dwarfs any tiny 8 minute segment of that little in between 1st and 2nd period segment. I really thought you would have know that as it's right there on your profile under interests. Well, I'm sure you've changed it now....  Some obsessed laff fans are in denial of their apparent blindness to truth.
CommentKey:682560db-14b7-48d7-995d-4d3117e5aafe	2000413712	Thu Feb 03 2011 01:17:40 GMT-0500 (EST)	Fung Chang	11	What's Don's opinion on them waffles....butter or margarine?
CommentKey:df806336-de96-46bd-9387-15e71fb67105	2000413712	Thu Feb 03 2011 05:51:53 GMT-0500 (EST)	dennismckeown	15	Who cares what Cherry thinks.
CommentKey:23e91e25-62e7-4148-bd89-2d57ce651712	2000413712	Thu Feb 03 2011 06:59:27 GMT-0500 (EST)	Fredinmontreal	10	1. If he wasn't senile, Don could have remembered how Toronto actually did support winning teams. 2. So it's alright if he craps on Wilson on national TV, but it's unfair if the players don't want to play for the same coach???? 3. Polls show that the majority of sober Canadians think Don is a buffoon and change the channel when there is a risk of him coming on.
CommentKey:c8c7a187-a8f7-4dcd-b247-0ce9856c0b02	2000413712	Thu Feb 03 2011 07:03:45 GMT-0500 (EST)	Reckoning	8	Hark! Cherry has opened his mouth! We must listen and fall into line, lest we be pinkos!
CommentKey:c157b00a-a4e3-449d-a660-4f6b515e7130	2000413712	Thu Feb 03 2011 07:14:21 GMT-0500 (EST)	Bob Sled	3	I'd like to see an anonymous poll of coaches about overpaid and underproducing players.
CommentKey:80738255-7fb4-49b4-abc8-370176f6104a	2000413712	Thu Feb 03 2011 07:16:18 GMT-0500 (EST)	spaceman	4	Fredinmontreal wrote:Posted 2011/02/03 at 6:59 AM ET1.  3. Polls show that the majority of sober Canadians think Don is a buffoon and change the channel when there is a risk of him coming on. _________________________  Could you please show us those "polls" ?
CommentKey:ce8de9fa-4ad0-4739-b1f1-7558a6198250	2000413712	Thu Feb 03 2011 07:41:31 GMT-0500 (EST)	Copperknife	5	Like the prostitute so eloquently stated, "It's not the job, it's the stairs."  Wilson is many things, but stupid isn't one of them.  He knew what he was getting into coming to Toronto.
CommentKey:239524fb-38d8-499b-96e3-a07e1aa4ed56	2000413712	Thu Feb 03 2011 07:45:30 GMT-0500 (EST)	NFDUKE	5	Ask Burke if the poll about it being the fifth least desireable destination is true.  I'm sure off the record he can verify that.  It only makes sense because otherwise what player wouldn't want to come, and most, have had the opportunity at some point, to work in the centre of the self-annointed hockey universe.  Leaf fans try to make heros out of players with limited talent so you can imagine what would become of a player like Sid or Ovie in that atmosphere, but alas they see it is a losing proposition and have gone on to build real hockey markets among the knowledgeable fans of other cities.  Canad'a team as the fans like to say is an ongoing joke because of silly goings on there and the need to blindly support below par talent...oh look I said par, something the players with the Leafs have a better chance of acheiving than a playoff position.
CommentKey:3589a24b-57a5-4399-96dd-c734435e8ccc	2000413712	Thu Feb 03 2011 07:51:54 GMT-0500 (EST)	LeftyNoonan	10	Spaceman commented here, wanting to see the polls that indicate that Cherry is a buffoon.  What - are you blind?   Anyone tuning in on a Saturday night and seeing a guy that has to dress like Howdy Doody and shout to try to get his point accross is lookung at the biggest bufoon in all of pro sports!
CommentKey:99466ef6-d8e2-4547-af71-73be635186ae	2000413712	Thu Feb 03 2011 07:58:03 GMT-0500 (EST)	Slade1	7	spaceman wrote:Posted 2011/02/03 at 7:16 AM ET   Fredinmontreal wrote:Posted 2011/02/03 at 6:59 AM ET1.  3. Polls show that the majority of sober Canadians think Don is a buffoon and change the channel when there is a risk of him coming on. _________________________ Could you please show us those "polls" ? ^^^^^^^^^^^^^ I'm not able to show your the polls, but I can send you a video of myself changing channels when there's a risk of him coming on.
CommentKey:e9bd3469-2a39-4930-a1e5-f3d0050945cc	2000413712	Thu Feb 03 2011 08:00:54 GMT-0500 (EST)	second best	10	Wow, Don Cherry !! The man who coached boston to ..... NOTHING !!!!!!!!!!! Get over yourself Cerise! You disgust most Canadians!!
CommentKey:7f09e5f4-e29f-4e3e-9b74-47821c7de279	2000413712	Thu Feb 03 2011 08:01:30 GMT-0500 (EST)	Grampa G	12	Who cares what Don Cherry has to say about anything. People should listen to his opinion but not the opinion of the players? He should shut up and better yet, go away.
CommentKey:609efa61-130b-4e85-83b2-5169ed2657b2	2000413712	Thu Feb 03 2011 08:23:46 GMT-0500 (EST)	Puckerup	11	The impact of this ranting, overblown, racist buffoon on minor hockey will be felt for a decade.  My son had two coaches who are Cherry disciples..and he quit the game.  If I hear LISTEN UP KIDS yelled one more time I am going to eject my breakfast.
CommentKey:aac4615a-d3f3-489f-91a3-f3bae8ed6105	2000413712	Thu Feb 03 2011 08:26:10 GMT-0500 (EST)	Slade1	6	maggialder wrote:Posted 2011/02/02 at 7:31 PM ET  What doesn't Don Cherry have an opinion on.,!!!!!! ^^^^^^^^^^^^^ I don't  believe he has an opinion on the clothing he wears or he wouldn't be wearing them.
CommentKey:d7880042-d76b-41c7-ae45-65fb571171f6	2000413712	Thu Feb 03 2011 08:40:04 GMT-0500 (EST)	SeanRaleigh	7	To all posters commenting on how polls show Don Cherry is a buffoon, etc., here's a poll with a slightly different take.  It places him seventh overall, AS THE GREATEST CANADIAN EVER!  He placed better than another hockey great - Wayne Gretzky.  And ahead of our first PM, Sir John A.  Oh, the poll was conducted by, you guessed it - the CBC!  http://en.wikipedia.org/wiki/The_Greatest_Canadian
CommentKey:2731919e-0b08-42c1-8be4-e81d719cd30c	2000413712	Thu Feb 03 2011 08:59:05 GMT-0500 (EST)	spaceman	5	Slade1 wrote:Posted 2011/02/03 at 7:58 AM ETspaceman wrote:Posted 2011/02/03 at 7:16 AM ET   Fredinmontreal wrote:Posted 2011/02/03 at 6:59 AM ET1. 3. Polls show that the majority of sober Canadians think Don is a buffoon and change the channel when there is a risk of him coming on. _________________________ Could you please show us those "polls" ? ^^^^^^^^^^^^^ I'm not able to show your the polls, but I can send you a video of myself changing channels when there's a risk of him coming on. ==================================  So in other words, it was just B.S.     As another poster pointed out, Cherry was voted one of the top 10 Canadians of all time.    You must be one of those whiny habs or canucks fans.
CommentKey:f0764430-3659-4a5a-99f6-7b518ec3f685	2000413712	Thu Feb 03 2011 09:05:38 GMT-0500 (EST)	info junkie	6	An endorsement from Cherry should be akin to a kiss of death.
CommentKey:45a565b1-e1da-4e1a-8cf4-05d8c7ab2ee3	2000413712	Thu Feb 03 2011 09:08:58 GMT-0500 (EST)	Andrew Baker	2	I'll say it right up front.....I love Don Cherry.   But it is time for him to retire.  You have nothing left to say or prove, Grapes.  It has been a blast just the same..  The next guy should be Jacques Demers....when he was on a few years back, he was great.  Animated, knowledgeable, funny and entertaining.  And since he is a senator, maybe there would be an in-house discount on his salary....(a lame attempt at humour, I know)   How about it HNIC???
CommentKey:33569f04-15b0-4e9e-9db2-e6081996b6ca	2000413712	Thu Feb 03 2011 09:12:20 GMT-0500 (EST)	Andrew Baker	4	With regards to my previous post,  we should make a trade with the Canadian senate.....Don Cherry for Jacques Demers.  Grapes could holler all he wants in the Red Chamber and get paid.....Demers can man the Coach's Corner segment alongside MacLean......  To your thumb switches bloggers !!
CommentKey:c416464c-6fbd-47d3-8c89-67b14b1f7781	2000413712	Thu Feb 03 2011 09:23:07 GMT-0500 (EST)	GUTLESS WEASELS	7	I have a roll of Don Cherry opinions that I keep in the bathroom right beside the toilet.....
CommentKey:5a48842b-aec9-47e1-9442-4cf22e71a5f4	2000413712	Thu Feb 03 2011 09:27:49 GMT-0500 (EST)	Mr Opinion	6	This clown (Cherry) would be better understood if he was working in a circus. Whatever tripe that comes out of his mouth is not intelligible and should be seen on x rated TV. Why do we keep making heros out of the wrong type of people?
CommentKey:8ad96b08-3225-4b06-9876-7d900c8b4d9e	2000413712	Thu Feb 03 2011 09:44:27 GMT-0500 (EST)	GrizzledOldGoat	5	@Don Cherry haters..  Go ahead and have your fun - we get it - you hate Don Cherry, consider him a buffoon, etc, etc, etc..  Don't pretend that you know anything about hockey though, or what makes a good coach. Those of us that DO know anything about hockey consider your opinions about Cherry to be be pretty much empty-headed - comical at best - and CERTAINLY politically motivated. He is a conservative, after all - and this is the CBC website, so....  OK?
CommentKey:e388862f-d82a-442f-ac08-ab8cbb7115a2	2000413712	Thu Feb 03 2011 09:49:30 GMT-0500 (EST)	Inapickle	3	there was a time when having Don Cherry watch your back was pretty solid. Now, that time has past and Cherry  has become a parody of hisself blathering on topics which he has no knowledge and venturing into areas that  reveal his rednecked  ignorance.
CommentKey:41a9b944-002c-499c-a08d-4c5ae9025d2e	2000413712	Thu Feb 03 2011 09:51:41 GMT-0500 (EST)	second best	3	Ta gueule la cerise !!!
CommentKey:df7af5d6-dc91-43bf-ab43-332db9af6de9	2000413712	Thu Feb 03 2011 09:58:28 GMT-0500 (EST)	Kowpow56	4	Why are they keeping him as head coach for TML? Most likely again, they are not in the playoffs for 2011 season and Ron Wilson has to go, or be fired, like always, when a coach is not winning.
